Date List Produced,Record Expiration Date,Company Name,Mailing Address,Mailing City,Mailing State,Mailing Zip Code,Mailing Zip 4,Credit Rating Score,Location Employee Size Range,IUSA Number,Executive Last Name,Executive First Name,Executive Gender,Executive Title,Fax Number Combined,Phone Number Combined,Primary SIC Code,Primary SIC Code Description,Location Sales Volume Range,SIC Code 1,SIC Code Description 1,Lead Status,Tags
10/02/2018,04/02/2019,"Joyce, Richard OD",874 Southampton Rd,Benicia,CA,94510,1907,A,1 to 4,421717026,Joyce,Richard,Male,,(707) 745-1838,(707) 745-6266,8042-01,Optometrists OD,"Less Than $500,000",8042-01,Optometrists OD,,
10/02/2018,04/02/2019,Jump Jump & Away,81 El Bonito Way,Benicia,CA,94510,2253,C,1 to 4,425128442,Wirbick,Salina,Female,Owner,,(707) 373-9432,7929-23,Moonwalks,"Less Than $500,000",7929-23,Moonwalks,,
10/02/2018,04/02/2019,Just Water Heaters,,Benicia,CA,94510,,A,10 to 19,952499713,,,,,,(707) 747-9249,5999-05,Water Heaters-Dealers,$1-2.5 Million,5999-05,Water Heaters-Dealers,,
10/02/2018,04/02/2019,Kaigan Sushi,560 1st St # A103,Benicia,CA,94510,3293,B,1 to 4,530428606,Li,Sharon,Female,Manager,,(707) 747-1084,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Kaufman Chiropractic,1100 Rose Dr # 230,Benicia,CA,94510,3618,A,1 to 4,403759660,Kaufman,Greg,Male,Owner,,(707) 745-5566,8041-01,Chiropractors DC,"Less Than $500,000",8041-01,Chiropractors DC,,
10/02/2018,04/02/2019,Kemper Jack Painting,,Benicia,CA,94510,,B,1 to 4,952500528,Kemper,Carol,Female,Owner,,(707) 745-2087,1721-01,Painters,"Less Than $500,000",1721-01,Painters,,
10/02/2018,04/02/2019,Kendor Pool Svc,PO Box 2362,Benicia,CA,94510,5362,C+,1 to 4,952496719,Ewing,Dorothy,Female,Owner,,(707) 747-4753,8999-99,Services NEC,"Less Than $500,000",8999-99,Services NEC,,
10/02/2018,04/02/2019,Kimono Restaurant,1654 E 2nd St,Benicia,CA,94510,2841,B,5 to 9,708083311,,,,,,(707) 750-5418,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Kinder's Custom Meats & Deli,333 1st St # A,Benicia,CA,94510,3258,A+,20 to 49,229590492,Hodgkinson,Jeff,Male,Owner,(707) 745-4557,(707) 745-4453,5812-08,Restaurants,$1-2.5 Million,5812-08,Restaurants,,
10/02/2018,04/02/2019,KIRK & Assoc,940 Adams St # C,Benicia,CA,94510,2950,B+,1 to 4,438841451,Kirk,Phillip A,Male,,,(707) 745-5061,6411-12,Insurance,"Less Than $500,000",6411-12,Insurance,,
10/02/2018,04/02/2019,Klchanges Hair Studio,631 1st St,Benicia,CA,94510,3211,A,5 to 9,466514163,Harris,Natash,Female,Owner,,(707) 747-1083,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Kumon Math & Reading Ctr,2000 Columbus Pkwy,Benicia,CA,94510,5400,B+,1 to 4,902071489,Smith,Sharon,Female,Owner,,(707) 747-6284,8299-09,Tutoring,,8299-09,Tutoring,,
10/02/2018,04/02/2019,Kumon Math & Reading Ctr,701 Southampton Rd # 103104,Benicia,CA,94510,2055,B+,5 to 9,422710443,Smith,Sharon,Female,Owner,,(707) 747-6284,8299-09,Tutoring,,8299-09,Tutoring,,
10/02/2018,04/02/2019,Kurt Riseling Construction,501 Winston Ct,Benicia,CA,94510,1328,C+,1 to 4,214467441,Riseling,Kurt,Male,Owner,,(925) 825-2802,1521-44,Construction Companies,"$500,000-1 Million",1521-44,Construction Companies,,
10/02/2018,04/02/2019,Lanita Nelson,849 1st St,Benicia,CA,94510,3257,B+,1 to 4,416094707,,,,,,(707) 297-6148,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Lanita Nelson-Manicurist,849 1st St,Benicia,CA,94510,3257,B,1 to 4,980818264,Nelson,Lanita,Female,Owner,,(707) 745-0609,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Last Chance Garage,4728 E 2nd St,Benicia,CA,94510,1052,C+,1 to 4,721931043,,,,,,(707) 297-6435,7538-01,Automobile Repairing & Service,"Less Than $500,000",7538-01,Automobile Repairing & Service,,
10/02/2018,04/02/2019,Lavon St John-State Farm Ins,1125 E 5th St # B,Benicia,CA,94510,3413,B+,1 to 4,711374430,St John,Lavon,Female,,(707) 745-2252,(707) 745-2256,6411-12,Insurance,"Less Than $500,000",6411-12,Insurance,,
10/02/2018,04/02/2019,Le Reve Design & Assoc,946 Tyler St # E,Benicia,CA,94510,2949,C+,1 to 4,423759335,Cramer,Hannah,Female,Owner,,(707) 747-4762,7389-02,Interior Decorators Design & Consultants,"Less Than $500,000",7389-02,Interior Decorators Design & Consultants,,
10/02/2018,04/02/2019,Le's Beauty Salon,845 1st St,Benicia,CA,94510,3257,C+,1 to 4,643304447,Truong,Le,Female,Owner,,(707) 746-5888,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Lifequest Insurance Svc,,Benicia,CA,94510,,A,1 to 4,262268931,,,,,,(707) 748-4330,6411-12,Insurance,"Less Than $500,000",6411-12,Insurance,,
10/02/2018,04/02/2019,Little Faces Quality Child,845 Oxford Way,Benicia,CA,94510,3670,C+,1 to 4,239976772,Mc Larty,A,Female,Owner,,(707) 745-3280,8351-01,Child Care Service,"Less Than $500,000",8351-01,Child Care Service,,
10/02/2018,04/02/2019,Lobdell Investments & Wealth,831 E 2nd St # 202,Benicia,CA,94510,3324,C+,1 to 4,672128402,Lobdell,Mark,Male,Owner,,(707) 745-3939,6282-05,Financial Planning Consultants,"Less Than $500,000",6282-05,Financial Planning Consultants,,
10/02/2018,04/02/2019,Loft Wine Bar,280 1st St,Benicia,CA,94510,3504,B+,5 to 9,423590407,Diavatis,Jason,Male,Owner,,(707) 745-4200,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Lucca Bar & Grill,439 1st St,Benicia,CA,94510,3207,A+,20 to 49,858536808,Battersby,Sonya,Female,General Mgr,,(707) 745-3749,5812-08,Restaurants,$1-2.5 Million,5812-08,Restaurants,,
10/02/2018,04/02/2019,Luxe Hair Design,360 1st St,Benicia,CA,94510,3262,B+,5 to 9,257083709,Griffin,Shelley,Female,Owner,,(707) 745-4400,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Madden Door & Sons,,Benicia,CA,94510,,B,1 to 4,262266885,,,,,,(707) 747-1606,5211-01,Doors-Garage,"$500,000-1 Million",5211-01,Doors-Garage,,
10/02/2018,04/02/2019,Mai Thai Cuisine,807 1st St,Benicia,CA,94510,3263,B+,5 to 9,403759890,,,,,,(707) 747-1868,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Matsuri Japanese Restaurant,920 1st St # 102,Benicia,CA,94510,5505,A,5 to 9,588796581,Chung,Mia,Female,President,,(707) 747-1585,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Mc Donald's,1602 E 2nd St,Benicia,CA,94510,2841,A+,20 to 49,417415528,Yin,C,Male,Owner,(707) 451-0131,(707) 745-6340,5812-08,Restaurants,$1-2.5 Million,5812-08,Restaurants,,
10/02/2018,04/02/2019,Mc Donald's,2110 Columbus Pkwy,Benicia,CA,94510,5402,A+,20 to 49,660047895,,,,,,(707) 746-6899,5812-08,Restaurants,$1-2.5 Million,5812-08,Restaurants,,
10/02/2018,04/02/2019,Mc2 Golf Pro Inc,960 Grant St # A,Benicia,CA,94510,2918,B,1 to 4,657655759,Mc Cammon,Cherie,Female,Owner,,(707) 745-6075,7999-99,Amusement & Recreation NEC,"Less Than $500,000",7999-99,Amusement & Recreation NEC,,
10/02/2018,04/02/2019,Mcveigh & Assoc CPA,2044 Columbus Pkwy,Benicia,CA,94510,5400,A+,1 to 4,422089847,Mc Veigh,James M,Male,Owner,(707) 746-0782,(707) 746-5604,8721-01,Accountants,"Less Than $500,000",8721-01,Accountants,,
10/02/2018,04/02/2019,Michelle's Day Spa For Beauty,2068 Columbus Pkwy,Benicia,CA,94510,5400,B+,1 to 4,394857148,,,,,,(707) 751-1423,7231-19,Spas-Beauty & Day,"Less Than $500,000",7231-19,Spas-Beauty & Day,,
10/02/2018,04/02/2019,Mickee's Pet Grooming,949 Grant St # C,Benicia,CA,94510,2938,A,1 to 4,540478757,Warner,Mary,Female,Owner,,(707) 751-1979,0752-10,Pet Services,"Less Than $500,000",0752-10,Pet Services,,
10/02/2018,04/02/2019,Mickees Pet Grooming,402 Military E,Benicia,CA,94510,2813,C+,1 to 4,423764774,Warner,Mickees,,Owner,,(707) 751-1979,0752-04,Pet Washing & Grooming,"Less Than $500,000",0752-04,Pet Washing & Grooming,,
10/02/2018,04/02/2019,Mike Wittels,940 Tyler St # 4,Benicia,CA,94510,2964,C+,1 to 4,710624504,Wittels,Mike,Male,Manager,,(707) 746-5516,0783-01,Tree Service,"Less Than $500,000",0783-01,Tree Service,,
10/02/2018,04/02/2019,Milinda Perry Salon,117 E F St,Benicia,CA,94510,3226,C+,1 to 4,718710416,,,,,,(707) 361-5097,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Mirchi Indian Grill,2032 Columbus Pkwy,Benicia,CA,94510,5400,B,5 to 9,721031165,Singh,Harjee,Male,Owner,,(707) 297-6328,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Modern Woodmen Of America,1060 Grant St,Benicia,CA,94510,2940,B+,1 to 4,402168610,,,,,,(707) 745-8550,6282-03,Financial Advisory Services,"Less Than $500,000",6282-03,Financial Advisory Services,,
10/02/2018,04/02/2019,Morgan's Outdoor Living,6016 Rockville Rd # B,Benicia,CA,94510,,C,1 to 4,439752229,,,,,,(707) 361-4238,1521-01,Patio & Deck Builders,"$500,000-1 Million",1521-01,Patio & Deck Builders,,
10/02/2018,04/02/2019,Mountain Mike's Pizza,2130 Columbus Pkwy,Benicia,CA,94510,5402,A,10 to 19,689530897,Vaxley,Frank,Male,Site Manager,,(707) 746-7522,5812-22,Pizza,"$500,000-1 Million",5812-22,Pizza,,
10/02/2018,04/02/2019,Movement Chiropractic,242 1st St,Benicia,CA,94510,3504,B,1 to 4,724963771,,,,,,(707) 297-6479,8041-01,Chiropractors DC,"Less Than $500,000",8041-01,Chiropractors DC,,
10/02/2018,04/02/2019,Mr Lawn Garden Svc,473 Mills Dr,Benicia,CA,94510,1429,B,1 to 4,933505745,Gomez,Antino,Male,Owner,,(707) 747-5273,0782-06,Lawn & Grounds Maintenance,"Less Than $500,000",0782-06,Lawn & Grounds Maintenance,,
10/02/2018,04/02/2019,Mr Lawn Landscaping,PO Box 704,Benicia,CA,94510,0704,B,1 to 4,706581347,,,,,,(707) 333-0146,0782-04,Landscape Contractors,"Less Than $500,000",0782-04,Landscape Contractors,,
10/02/2018,04/02/2019,Myles Davis Electric,,Benicia,CA,94510,,C,1 to 4,439752140,,,,,,(707) 748-0662,1731-01,Electric Contractors,"Less Than $500,000",1731-01,Electric Contractors,,
10/02/2018,04/02/2019,N W P Heating & Air,4740 E 2nd St # 26,Benicia,CA,94510,1024,B+,5 to 9,689529840,Valderrama,Cesar,Male,Owner,,(707) 746-7737,1711-17,Air Conditioning Contractors & Systems,$1-2.5 Million,1711-17,Air Conditioning Contractors & Systems,,
10/02/2018,04/02/2019,Napoli Pizza & Pasta,2060 Columbus Pkwy,Benicia,CA,94510,5400,A,5 to 9,980818538,Guerrera,Chris,Male,Owner,,(707) 746-8906,5812-22,Pizza,"Less Than $500,000",5812-22,Pizza,,
10/02/2018,04/02/2019,Narcissus,920 1st St # 201,Benicia,CA,94510,5505,B+,1 to 4,858537285,Chapel,Virginia,Female,Owner,,(707) 745-2641,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Nation's Giant Hamburgers,191 Military E # 1,Benicia,CA,94510,2744,A+,10 to 19,487441560,DE LA Cuadra,Cora,Female,Site Manager,(707) 747-6629,(707) 747-0888,5812-08,Restaurants,"$500,000-1 Million",5812-08,Restaurants,,
10/02/2018,04/02/2019,National Tire Warehouse,4280 Iowa St # A,Benicia,CA,94510,1154,A+,20 to 49,448483982,Brandt,Tim,Male,Manager,,(707) 552-6666,5014-01,Tire-Distributors (Whls),$20-50 Million,5014-01,Tire-Distributors (Whls),,
10/02/2018,04/02/2019,New Image Landscape Co Inc,571 Hastings Dr,Benicia,CA,94510,1304,B+,1 to 4,712406125,Culbertson,David,Male,Regional Mgr,,(510) 226-9191,0782-04,Landscape Contractors,"Less Than $500,000",0782-04,Landscape Contractors,,
10/02/2018,04/02/2019,North Bay Pediatrics,1075 1st St,Benicia,CA,94510,3200,A+,20 to 49,858537210,Jadowski,Amy,Female,Office Manager,(707) 745-8269,(707) 745-2574,8011-01,Physicians & Surgeons,$5-10 Million,8011-01,Physicians & Surgeons,,
10/02/2018,04/02/2019,North Bay Water Svc Inc,6180 Egret Ct # A,Benicia,CA,94510,1239,A,10 to 19,946670239,Adams,Rick,Male,Owner,(707) 745-5969,(707) 745-8823,1799-85,Swimming Pool Repair & Service,$2.5-5 Million,1799-85,Swimming Pool Repair & Service,,
10/02/2018,04/02/2019,North Capital,602 W K St,Benicia,CA,94510,3032,C+,1 to 4,706071702,,,,,,(707) 361-5056,6282-05,Financial Planning Consultants,"$500,000-1 Million",6282-05,Financial Planning Consultants,,
10/02/2018,04/02/2019,Old Capitol Locksmith,PO Box 1396,Benicia,CA,94510,4396,C+,1 to 4,858538812,Pernz,Dilt,Male,Owner,,(707) 745-5244,7699-62,Locks & Locksmiths,"Less Than $500,000",7699-62,Locks & Locksmiths,,
10/02/2018,04/02/2019,Ondeamo Investments Inc,340 W Channel Rd,Benicia,CA,94510,1160,B,1 to 4,530424969,Stauffer,David,Male,President,,(707) 746-5311,5511-03,Automobile Dealers-Used Cars,$1-2.5 Million,5511-03,Automobile Dealers-Used Cars,,
10/02/2018,04/02/2019,One Whirld Inc,804 Southampton Rd,Benicia,CA,94510,1907,B+,10 to 19,706920929,Mantz,Brian,Male,Manager,,(707) 748-1203,5812-08,Restaurants,"$500,000-1 Million",5812-08,Restaurants,,
10/02/2018,04/02/2019,Onsite Computing,544 Solano Dr,Benicia,CA,94510,3712,C+,1 to 4,931108781,,,,,,(707) 746-1929,7378-01,Computers-Service & Repair,"Less Than $500,000",7378-01,Computers-Service & Repair,,
10/02/2018,04/02/2019,Ouveira Law Firm,701 Southampton Rd # 204,Benicia,CA,94510,2075,B+,1 to 4,266746106,Oliveira,Duane S,Male,Owner,,(707) 751-1426,8111-03,Attorneys,"Less Than $500,000",8111-03,Attorneys,,
10/02/2018,04/02/2019,Overhead Door Co Of Benicia,428 York Dr,Benicia,CA,94510,1425,B+,1 to 4,952494375,Depriest,Ray,Male,President,,(707) 746-1588,5211-01,Doors-Garage,"$500,000-1 Million",5211-01,Doors-Garage,,
10/02/2018,04/02/2019,P S Hair Studio,638 1st St,Benicia,CA,94510,3212,B,1 to 4,401852750,Schwartz,Paula,Female,Owner,,(707) 745-1055,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Pacifica Pizza,915 1st St,Benicia,CA,94510,3217,A+,20 to 49,301354478,Cromer,Jeff,Male,Owner,(707) 746-1919,(707) 746-1790,5812-22,Pizza,$1-2.5 Million,5812-22,Pizza,,
10/02/2018,04/02/2019,Palermos,2050 Columbus Pkwy,Benicia,CA,94510,5400,A,5 to 9,588796722,Guillermo,Cortez,Male,Owner,,(707) 748-1011,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Palmer Electric,886 Hanlon Way,Benicia,CA,94510,3653,C+,1 to 4,316054964,Palmer,Lyndon,Male,Owner,,(707) 745-8365,1731-01,Electric Contractors,"Less Than $500,000",1731-01,Electric Contractors,,
10/02/2018,04/02/2019,Panda Express,804 Southampton Rd,Benicia,CA,94510,1907,A,10 to 19,700067586,,,,,,(707) 745-3763,5812-08,Restaurants,"$500,000-1 Million",5812-08,Restaurants,,
10/02/2018,04/02/2019,Papa Murphy's Take 'N' Bake,2012 Columbus Pkwy,Benicia,CA,94510,5400,B+,10 to 19,717919213,,,,,,(707) 746-7492,5812-22,Pizza,"$500,000-1 Million",5812-22,Pizza,,
10/02/2018,04/02/2019,Parviz Hypnotherapy-Hypnosis,940 Adams St # P,Benicia,CA,94510,2950,B,5 to 9,423759368,Shafaghi,Farzaneh,Female,Other,,(707) 655-7540,8099-09,Holistic Practitioners,"$500,000-1 Million",8099-09,Holistic Practitioners,,
10/02/2018,04/02/2019,Pasta Prima,3909 Park Rd # H,Benicia,CA,94510,1167,A,5 to 9,712449862,Topf,Michael,Male,CFO,,(530) 671-7200,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Pearl Thai Cuisine,870 Southampton Rd,Benicia,CA,94510,1907,B+,5 to 9,666678487,Siriwat,Jaruwan,Male,Owner,,(707) 747-9777,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Pedrotti Ace Hardware,830 Southampton Rd,Benicia,CA,94510,1907,A+,20 to 49,466514262,Pedrotti,Gene,Male,Owner,(707) 751-1999,(707) 745-6887,5251-04,Hardware-Retail,$2.5-5 Million,5251-04,Hardware-Retail,,
10/02/2018,04/02/2019,Perfect Ten,831 E 2nd St # 201,Benicia,CA,94510,3324,B,1 to 4,103990933,Hardy,Nannette,Female,Owner,,(707) 747-1103,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Peterson Cat,4501 California Ct,Benicia,CA,94510,1021,A,5 to 9,588793745,Hulse,Mike,Male,Regional Mgr,(707) 746-6812,(707) 746-8243,6531-27,Rental Agencies,"$500,000-1 Million",6531-27,Rental Agencies,,
10/02/2018,04/02/2019,Pizza Pirate,72 Solano Sq,Benicia,CA,94510,2712,A+,20 to 49,858536626,Abshire,Patrick,Male,Owner,(707) 745-0871,(707) 745-1677,5812-22,Pizza,$1-2.5 Million,5812-22,Pizza,,
10/02/2018,04/02/2019,Playing To Learn Childcare,1305 W 2nd St,Benicia,CA,94510,2719,C+,1 to 4,436601056,,,,,,(707) 747-5881,8351-01,Child Care Service,"Less Than $500,000",8351-01,Child Care Service,,
10/02/2018,04/02/2019,Power Plus,401 W Channel Rd # C,Benicia,CA,94510,1150,A+,10 to 19,902066885,Silver,Chris,Male,Manager,(707) 746-4804,(707) 746-4800,1731-01,Electric Contractors,$1-2.5 Million,1731-01,Electric Contractors,,
10/02/2018,04/02/2019,Precision Nspec Home Inspector,77 Solano Sq Pmb 350,Benicia,CA,94510,2712,C+,1 to 4,960097830,Alexander,Paul,Male,Manager,,(707) 746-0486,6531-22,Real Estate Inspection,"Less Than $500,000",6531-22,Real Estate Inspection,,
10/02/2018,04/02/2019,Preferred Auto Sales,3820 Industrial Way,Benicia,CA,94510,1201,C,1 to 4,722283691,,,,,,(707) 361-5973,5511-03,Automobile Dealers-Used Cars,$1-2.5 Million,5511-03,Automobile Dealers-Used Cars,,
10/02/2018,04/02/2019,Premier Access Insurance,1350 Hayes St,Benicia,CA,94510,2945,A+,10 to 19,689531663,,,,,,(707) 745-5559,6411-12,Insurance,$1-2.5 Million,6411-12,Insurance,,
10/02/2018,04/02/2019,Premier Financial Assoc,110 E D St # J,Benicia,CA,94510,3252,B+,1 to 4,657656435,Lanaux,Sharisse,Female,Other,,(707) 748-1100,6282-03,Financial Advisory Services,"Less Than $500,000",6282-03,Financial Advisory Services,,
10/02/2018,04/02/2019,Protection & Prosperity,110 E D St,Benicia,CA,94510,3254,B+,1 to 4,689529568,,,,,,(707) 747-5455,6282-03,Financial Advisory Services,"Less Than $500,000",6282-03,Financial Advisory Services,,
10/02/2018,04/02/2019,Q 2 Green Arabia Corp,4820 E 2nd St,Benicia,CA,94510,1023,C,1 to 4,710465424,,,,,,(707) 747-5548,1711-05,Plumbing Contractors,"Less Than $500,000",1711-05,Plumbing Contractors,,
10/02/2018,04/02/2019,"Quiba, Mel C DDS",125 E N St,Benicia,CA,94510,2728,A+,1 to 4,980934228,Quiba,Mel C,Male,,(707) 745-0667,(707) 745-0636,8021-01,Dentists,"$500,000-1 Million",8021-01,Dentists,,
10/02/2018,04/02/2019,R K Electric,PO Box 827,Benicia,CA,94510,0827,A,10 to 19,858542129,Knarr,Ron,Male,Owner,(707) 746-5815,(707) 746-5536,1731-01,Electric Contractors,$1-2.5 Million,1731-01,Electric Contractors,,
10/02/2018,04/02/2019,R K Salmon General Contractor,PO Box 893,Benicia,CA,94510,0893,C,1 to 4,858538929,Salmon,R K,Male,Owner,,(707) 745-5550,1521-39,Remodeling & Repairing Bldg Contractors,"Less Than $500,000",1521-39,Remodeling & Repairing Bldg Contractors,,
10/02/2018,04/02/2019,R M Credit Counseling Mortgage,175 E D St,Benicia,CA,94510,3222,A,1 to 4,417405826,Mahaney,Rita,Female,Owner,,(707) 747-3400,6162-01,Real Estate Loans,"$500,000-1 Million",6162-01,Real Estate Loans,,
10/02/2018,04/02/2019,Ra Storelee Insurance,321 1st St # 201,Benicia,CA,94510,3268,A+,5 to 9,858537640,Storley,Rob,Male,Owner,(707) 745-3709,(707) 745-3709,6411-12,Insurance,"$500,000-1 Million",6411-12,Insurance,,
10/02/2018,04/02/2019,Rainbow Connection Day Care,126 Gill Way,Benicia,CA,94510,1612,B,1 to 4,233143023,Zandie,Ann J,Female,Owner,,(707) 745-6909,8351-01,Child Care Service,"Less Than $500,000",8351-01,Child Care Service,,
10/02/2018,04/02/2019,Randall C Lum Inc,815 1st St,Benicia,CA,94510,3241,A+,1 to 4,465084358,Lum,Randall C,Male,,(707) 745-2590,(707) 745-2526,8021-01,Dentists,"$500,000-1 Million",8021-01,Dentists,,
10/02/2018,04/02/2019,Randy's Bar & Grill,727 1st St,Benicia,CA,94510,3213,A+,20 to 49,562661850,Ornelas,Adriana,Female,Owner,(707) 751-1690,(707) 751-1705,5812-08,Restaurants,$1-2.5 Million,5812-08,Restaurants,,
10/02/2018,04/02/2019,RCI Concrete Construction,,Benicia,CA,94510,,B+,5 to 9,973971591,,,,,,(707) 746-6465,1771-05,Concrete Contractors,"$500,000-1 Million",1771-05,Concrete Contractors,,
10/02/2018,04/02/2019,Real Painting,,Benicia,CA,94510,,B,1 to 4,402168690,,,,,,(707) 745-2653,1721-01,Painters,"Less Than $500,000",1721-01,Painters,,
10/02/2018,04/02/2019,Red Auto Sales,1350 Hayes St,Benicia,CA,94510,2945,C,1 to 4,435220599,,,,,,(707) 742-4339,5511-03,Automobile Dealers-Used Cars,$1-2.5 Million,5511-03,Automobile Dealers-Used Cars,,
10/02/2018,04/02/2019,Reed's Body & Fender Works Inc,479 E L St,Benicia,CA,94510,3401,A,5 to 9,301354510,Reed,Mike,Male,Owner,(707) 745-5243,(707) 745-0454,7532-01,Automobile Body-Repairing & Painting,"$500,000-1 Million",7532-01,Automobile Body-Repairing & Painting,,
10/02/2018,04/02/2019,Remodel Plus,PO Box 974,Benicia,CA,94510,0974,C,1 to 4,715170959,Iniguez,Victor,Male,Other,,(925) 765-5315,1521-39,Remodeling & Repairing Bldg Contractors,"$500,000-1 Million",1521-39,Remodeling & Repairing Bldg Contractors,,
10/02/2018,04/02/2019,Rescom Properties,110 E D St # K,Benicia,CA,94510,3252,A,1 to 4,404604742,Blair,Linda,Female,Owner,,(707) 746-6500,6531-18,Real Estate,"Less Than $500,000",6531-18,Real Estate,,
10/02/2018,04/02/2019,Reverse Mortgage Group,,Benicia,CA,94510,,B,1 to 4,439752208,Miller-Bornema,Beth,Female,Manager,,(707) 205-4115,6162-01,Real Estate Loans,$1-2.5 Million,6162-01,Real Estate Loans,,
10/02/2018,04/02/2019,Reyes Electric Co,PO Box 621,Benicia,CA,94510,0621,B,1 to 4,466515780,,,,,,(707) 747-6818,1731-01,Electric Contractors,"Less Than $500,000",1731-01,Electric Contractors,,
10/02/2018,04/02/2019,Robert China Garden,136 Ardmore Way,Benicia,CA,94510,2023,A,5 to 9,858538853,Hung,Robert,Male,Owner,,(707) 745-8130,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Robert Schroth Law Offices,177 Military E,Benicia,CA,94510,2701,A,1 to 4,423759104,Schroth,Robert,Male,Owner,,(707) 745-0130,8111-03,Attorneys,"Less Than $500,000",8111-03,Attorneys,,
10/02/2018,04/02/2019,Robertson Custom Construction,687 W I St,Benicia,CA,94510,3034,C,1 to 4,562660399,Robertson,Michael,Male,Owner,,(707) 745-4125,1521-39,Remodeling & Repairing Bldg Contractors,"Less Than $500,000",1521-39,Remodeling & Repairing Bldg Contractors,,
10/02/2018,04/02/2019,Robin & Co,101 E H St # B,Benicia,CA,94510,5500,B+,1 to 4,402168420,,,,,,(707) 748-1104,7231-06,Beauty Salons,"Less Than $500,000",7231-06,Beauty Salons,,
10/02/2018,04/02/2019,Romanoff Floor Covering,6720 Goodyear Rd,Benicia,CA,94510,1251,U,1 to 4,721478967,,,,,,(707) 297-6146,1752-03,Floor Laying Refinishing & Resurfacing,"Less Than $500,000",1752-03,Floor Laying Refinishing & Resurfacing,,
10/02/2018,04/02/2019,Rooter-Man,,Benicia,CA,94510,,B+,1 to 4,416094755,,,,,,(707) 747-5555,1711-05,Plumbing Contractors,"$500,000-1 Million",1711-05,Plumbing Contractors,,
10/02/2018,04/02/2019,Rosanna's European Delights,305 1st St,Benicia,CA,94510,3206,A,10 to 19,657656419,Hijsven,Liz,Female,Owner,,(707) 747-9333,5812-08,Restaurants,"$500,000-1 Million",5812-08,Restaurants,,
10/02/2018,04/02/2019,Rosies Cafe,3001 Bayshore Rd # 1,Benicia,CA,94510,1260,B,1 to 4,466515517,Valleo-Arriaga,Rosita,Female,Owner,,(707) 745-1154,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,Roszkos Family Daycare,538 Cambridge Dr,Benicia,CA,94510,1316,B,1 to 4,412840772,Roszkos,Lori,Female,Owner,,(707) 745-2123,8351-01,Child Care Service,"Less Than $500,000",8351-01,Child Care Service,,
10/02/2018,04/02/2019,Round Table Pizza,878 Southampton Rd,Benicia,CA,94510,1907,A+,20 to 49,103993168,Bigilow,Todd,Male,Owner,(707) 746-4891,(707) 746-7000,5812-22,Pizza,$1-2.5 Million,5812-22,Pizza,,
10/02/2018,04/02/2019,Rrags Caffe,1383 E 2nd St,Benicia,CA,94510,2836,A,5 to 9,179731583,Tran,Sam,Male,Manager,,(707) 748-4247,5812-08,Restaurants,"Less Than $500,000",5812-08,Restaurants,,
10/02/2018,04/02/2019,S & G Discount Carpet,533 Stone Rd,Benicia,CA,94510,1057,B,1 to 4,705898494,,,,,,(707) 297-8980,5713-05,Carpet & Rug Dealers-New,"$500,000-1 Million",5713-05,Carpet & Rug Dealers-New,,
10/02/2018,04/02/2019,S David Enterprise,401 W Channel Rd # D,Benicia,CA,94510,1150,C+,1 to 4,687613950,David,Stephen,Male,President,,(707) 746-5848,6531-27,Rental Agencies,"Less Than $500,000",6531-27,Rental Agencies,,
