Phone Number Combined,Company Name,Primary SIC Code Description,Company Website,Location Address,Location City,Location State,Location ZIP Code,Executive First Name,Home Business,Credit Rating,Advertising Expense,Latitude,Longitude,Company Description
(800) 786-1000,In-N-Out Burger,Restaurants,http://Locations.In-N-Out.Com,260 Washington St,Daly City,CA,94015,,No,Excellent,"$50,000 to $100,000",037.688330,-122.471930,"At IN-N-Out Burger, Quality Is Everything. Stop By To Enjoy Our Menu Of Hamburgers, Cheeseburgers, French Fries And Shakes. IN-N-Out Makes Fast Food The Old Fashioned Way."
(800) 786-1000,In-N-Out Burger,Restaurants,http://Locations.In-N-Out.Com,372 Gellert Blvd,Daly City,CA,94015,,No,Excellent,"$50,000 to $100,000",037.666082,-122.469387,"At IN-N-Out Burger, Quality Is Everything. Stop By To Enjoy Our Menu Of Hamburgers, Cheeseburgers, French Fries And Shakes. IN-N-Out Makes Fast Food The Old Fashioned Way."
(415) 584-3333,Ingle Side,Restaurants,,4097 19th Ave,San Francisco,CA,94132,,No,Excellent,"$10,000 to $20,000",037.714532,-122.470133,
(650) 755-6373,Inside Garage Inc,Automobile Repairing & Service,,211 87th St,Daly City,CA,94015,Joe,No,Excellent,"$10,000 to $20,000",037.693205,-122.472759,
(650) 731-4329,Instaglam Hair Studio,Beauty Salons,,139 School St,Daly City,CA,94014,,No,Very Good,"Less than $5,000",037.693112,-122.467239,
(650) 878-8003,Instyle Salon,Beauty Salons,,950 King Plz,Daly City,CA,94015,Ricardo,No,Very Good,"Less than $5,000",037.651354,-122.468441,
(650) 756-1672,Insurance Mall,Insurance,http://Insmallusa.Com,1080 Sullivan Ave # 3,Daly City,CA,94015,Vadim,No,Excellent,,037.692669,-122.472291,
(650) 754-6421,Islands To The Bay,Restaurants,,950 King Plz,Daly City,CA,94015,Dee,No,Excellent,"$10,000 to $20,000",037.651354,-122.468441,
(650) 992-7009,Ivy Spa Nails & Hair,Beauty Salons,,6801 Mission St,Daly City,CA,94014,,No,Very Good,"Less than $5,000",037.699257,-122.463600,
(650) 755-0983,J & K Auto Repair,Automobile Repairing & Service,,280 San Pedro Rd,Daly City,CA,94014,Tung,No,Very Good,"$5,000 to $10,000",037.686304,-122.470145,
(650) 758-6003,J K Pro Roofing,Roofing Contractors,,119 Glenwood Ave,Daly City,CA,94015,James,Yes,Good,"$5,000 to $10,000",037.701368,-122.487375,
(415) 587-0132,J M Autobody Shop,Automobile Body-Repairing & Painting,,620 Carter St # A,Daly City,CA,94014,David,No,Excellent,"$10,000 to $20,000",037.707958,-122.424472,"J & M Collision Was Founded IN 1983. Our Address Is 620 Carter Street, CA 94014 City Phone: 415 ) 587-0132. Fax: 415 ) 841-5730. Email: Service@jandmcollision.Com Our Friendly Staff Will Make Arrangements To Repair Your Car Quickly, Restoring It To The Original Condition Before It Was Damaged. Our 25 Years Of Experience And Commitment To Quality Have Earned US Thousands Of Loyal Customers Throughout San Francisco, Daly City, And The Outlying Peninsula And Bay Area. Our Daily Mantra Is, 'The Customer Is Always Number One.' J & M Collision Offers Free Rental Cars On Most Repairs. We Offer $240 Off On All Repairs Over $1, 000. And We Offer A Written Lifetime Warranty For As Long As You Own The Car. Free Car Detail. Free Towing. Free Mobile Estimates. No One Else Offers This Kind Of Service. Restorations On Classic Automobiles: We Perform Full-Frame Off Restorations. We Perform Partial Restorations. Give US A Call To Discuss With One Of Our Technicians."
(650) 755-8335,J's Beauty Salon,Beauty Salons,,191 87th St,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.693025,-122.471968,
(650) 755-4555,Jack In The Box,Restaurants,http://Jackinthebox.Com,7217 Mission St,Daly City,CA,94014,Cenk,No,Excellent,"$20,000 to $50,000",037.693459,-122.464633,"Founded IN 1951, Jack IN The Box Is One Of The Largest Hamburger Chains IN The United States. It Is A Restaurant Company That Operates And Franchises Restaurants Under The Jack IN The Box Brand Names. The Company Operates More Than 2,170 Quick-Serve Restaurants IN Over 15 U.S. States. Additionally, Through A Wholly Owned Subsidiary, Jack IN The Box Also Operates And Franchises More Than 470 Casual Dining Restaurants Under The Qdoba Mexican Grill Brand Name IN Over 40 U.S. States And The District Of Columbia. IN Addition, The Company Operates A Proprietary Chain Of More Than 60 Convenience Stores Under The Quick Stuff Brand Name. Jack IN The Box Offers A Range Of Hamburgers, Specialty Sandwiches, Salads And Ice-Cream Shakes. It Serves Hamburgers Under The Jumbo Jack And Sourdough Jack Brand Names."
(650) 997-4842,Jackson Hewitt Tax Svc,Tax Return Preparation & Filing,http://Jacksonhewitt.Com,318 Westlake Ctr # 230,Daly City,CA,94015,Lu Chien,No,Excellent,"Less than $5,000",037.700695,-122.483057,
(650) 756-8900,Jade Dragon,Restaurants,,2368 Junipero Serra Blvd,Daly City,CA,94015,Lily,No,Excellent,"$10,000 to $20,000",037.693878,-122.471620,
(650) 994-7950,Jaffa City Cafe,Restaurants,http://Jaffacitycafe.Com,7622 El Camino Real,Colma,CA,94014,Rhainell,No,Excellent,"$5,000 to $10,000",037.685194,-122.464351,
(650) 992-2610,Jamba Juice,Juice Bars,http://Jambajuice.Com,127j Serramonte Ctr,Daly City,CA,94015,Kevin,No,Excellent,"$20,000 to $50,000",037.671577,-122.467729,
(650) 997-3076,Jamba Juice,Juice Bars,http://Jambajuice.Com,340 Westlake Ctr # 1,Daly City,CA,94015,J R,No,Excellent,"$20,000 to $50,000",037.700447,-122.483037,
(650) 758-1518,Janet's Montessori At Westlake,Montessori Schools,http://Janetsmontessori.Com,82 Fairlawn Ave,Daly City,CA,94015,,No,Institution Or Government,,037.696821,-122.489902,Every Child Is Special To Us.
(415) 564-1552,Jang Jeffrey S DDS,Dentists,http://Jangortho.Com,341 Serramonte Plz # A,Daly City,CA,94015,Jeffrey S,No,Excellent,,037.669257,-122.467340,
(650) 757-8006,"Jaochico, Eden DDS",Dentists,,345 Gellert Blvd # R,Daly City,CA,94015,Eden,No,Excellent,,037.666546,-122.467901,
(650) 755-5600,Jaymi Wessell-State Farm Ins,Insurance,,950 John Daly Blvd # 340,Daly City,CA,94015,Jaymi,No,Very Good,,037.701168,-122.485979,Our State Farm Office IN Daly City Does More Than Auto And Home Insurance. We Do Relationships. We Do Fun. We Do Community. Our Goal Is To Help Make Life Go Right.
(650) 755-7722,Jayson Lo Dmd Inc,Dentists,,341 Westlake Ctr,Daly City,CA,94015,Jayson,No,Excellent,,037.700278,-122.482743,
(650) 356-1000,Jenny Luong-State Farm Ins,Insurance,http://Agentjennyluong.Com,7100 Mission St,Daly City,CA,94014,Jenny,No,Very Good,,037.694303,-122.465220,"Our Mission Is To Help People Manage The Risks Of Everyday Life, Recover From The Unexpected And Realize Their Dreams."
(650) 228-0504,Jiffy Lube,Automobile Lubrication Service,http://Jiffylube.Com,1000 King Dr # 100,Daly City,CA,94015,David,No,Excellent,"$20,000 to $50,000",037.650520,-122.469570,
(650) 757-9490,Joann Toy Jdmd,Dentists,,901 Campus Dr # 212,Daly City,CA,94015,,No,Excellent,"$20,000 to $50,000",037.665400,-122.475883,
(650) 755-4848,Jollibee,Restaurants,http://Jollibeeusa.Com,6955 Mission St,Daly City,CA,94014,Bon,No,Excellent,"$5,000 to $10,000",037.696633,-122.464395,
(650) 755-4000,Joseph R Meyers MD,Physicians & Surgeons,http://Sfhi.Com,1800 Sullivan Ave # 308,Daly City,CA,94015,Joseph R,No,Excellent,,037.680921,-122.474772,
(415) 333-8397,Judy's Burgers,Restaurants,http://Judysburgersorizabaave.Com,295 Orizaba Ave,San Francisco,CA,94132,,No,Very Good,"$10,000 to $20,000",037.714124,-122.462963,
(650) 992-0978,Junipero Sierra Auto Repair,Automobile Repairing & Service,http://Porschedes.Com,365 87th St,Daly City,CA,94015,Jimmy,No,Very Good,"$5,000 to $10,000",037.692872,-122.475034,
(650) 755-5738,Kadok's,Restaurants,http://Kadoks.Com,57 Saint Francis Sq,Daly City,CA,94015,Ricardo,No,Excellent,"$5,000 to $10,000",037.675016,-122.478832,
(650) 301-5860,Kaiser Permanente Daly City,Clinics,http://Kp.Org,395 Hickey Blvd # 505,Daly City,CA,94015,Lorraine L,No,Very Good,"$5,000 to $10,000",037.662749,-122.462833,"Health Care Leader Whose Mission Is To Keep You Healthy. Under-One-Roof Convenience, 24-Hour Advice Nurse, And Online Access To Manage Your Health - Anytime."
(415) 347-7208,Keith's Chicken & Waffles,Restaurants,,270 San Pedro Rd,Daly City,CA,94014,,No,Very Good,"$5,000 to $10,000",037.686936,-122.469998,
(415) 467-3228,KFC,Restaurants,http://Kfc.Com,2815 Geneva Ave # 246,Daly City,CA,94014,John,No,Excellent,"$20,000 to $50,000",037.706939,-122.414180,"Stop Into The Kfc IN Daly City, CA For An Original Recipe, Extra Crispy, OR Kentucky Grilled Chicken Meal OR Enjoy Our Delicious Buffet Today. Kfc Can Also Cater Your Next Event."
(650) 755-4740,KFC,Restaurants,http://Kfc.Com,287 Westmoor Ave # 130,Daly City,CA,94015,Luther,No,Excellent,"$20,000 to $50,000",037.682942,-122.488418,"Stop Into The Kfc IN Daly City, CA For An Original Recipe, Extra Crispy, OR Kentucky Grilled Chicken Meal OR Enjoy Our Delicious Buffet Today. Kfc Can Also Cater Your Next Event."
(650) 992-8705,KFC,Restaurants,http://Kfc.Com,7199 Mission St # 240,Daly City,CA,94014,June,No,Excellent,"$20,000 to $50,000",037.693820,-122.464558,"Stop Into The Kfc IN Daly City, CA For An Original Recipe, Extra Crispy, OR Kentucky Grilled Chicken Meal OR Enjoy Our Delicious Buffet Today. Kfc Can Also Cater Your Next Event."
(650) 992-2425,Kick City Consignment,Consignment Shops,http://Kickcityconsignment.Blogspot.Com,6714 Mission St,Daly City,CA,94014,,No,Good,"$5,000 to $10,000",037.701026,-122.464076,
(415) 671-5255,Kim Chiropractic & Acupuncture,Acupuncture,http://Yongkimdc.Com,355 Gellert Blvd # 105,Daly City,CA,94015,Yong,No,Very Good,"Less than $5,000",037.666299,-122.468609,
(650) 731-4663,Kim Han DC,Chiropractors DC,,151 87th St # 1,Daly City,CA,94015,Han,No,Excellent,,037.693217,-122.471563,
(650) 985-6900,Kindred At Home,Home Health Service,http://Kindredhealthcare.Com,355 Gellert Blvd,Daly City,CA,94015,Mary,No,Excellent,"Less than $5,000",037.665991,-122.467755,"We Help People Remain At Home, Surrounded By Friends And Family, While Receiving The Highest-Quality, Most Compassionate Home-Based Care Possible. Home Health Is Skilled Nursing, Rehabilitative Therapy And Social Work Provided IN Your Home. Care Is Focused On Helping You Manage A Chronic Condition OR Recover From An Acute Illness, Surgery, Accident OR A Change IN Medical Condition. We Deliver Services According To Your Plan Of Treatment To Maximize Independent Functioning And Reduce Rehospitalizations. You Can Remain Safe IN Familiar Surroundings While Family Members And Caregivers Can Also Be Involved. Whether Helping To Address A Serious Illness, Manage A Chronic Disease OR Recuperate From Surgery, Our Skilled Professionals Help Create A Supportive And Healing Environment IN Your Home."
(415) 587-7768,Kmh Automotive,Automobile Repairing & Service,,620 Carter St,Daly City,CA,94014,Phil,No,Very Good,"$5,000 to $10,000",037.707958,-122.424472,
(650) 992-9000,Koi Palace,Restaurants,http://Koipalace.Com,365 Gellert Blvd,Daly City,CA,94015,Willy,No,Excellent,"$100,000 to $250,000",037.666079,-122.466728,
(650) 992-8600,Kome Japanese Seafood Buffet,Restaurants,http://Komebuffet.Com,1901 Junipero Serra Blvd # A,Daly City,CA,94014,Lucy,No,Excellent,"$10,000 to $20,000",037.703730,-122.470283,
(650) 755-0800,"Kong, Luis DDS",Dentists,,341 Westlake Ctr # 203,Daly City,CA,94015,Luis,No,Excellent,,037.700278,-122.482743,
(650) 985-5612,Krispy Kreme Doughnuts,Doughnuts,http://Krispykreme.Com,1575 Sullivan Ave,Daly City,CA,94015,Victoria,No,Excellent,"$20,000 to $50,000",037.688318,-122.471971,"Founded IN 1937, Krispy Kreme Doughnuts Inc. Is A Branded Retailer And Wholesaler Of Doughnuts As Well As Packaged Sweets. It Offers More Than 20 Varieties Of Doughnuts, Including The Original Glazed Doughnut And An Array Of Coffees, Along With Other Beverages. Located IN Hattiesburg, Miss., It Operates 224 Krispy Kreme Stores IN 37 U.S. States And IN The District Of Columbia. Additionally, Krispy Kreme Doughnuts Inc. Manages 358 Shops IN Other Countries Around The World."
(650) 992-2500,Krispy Krunchy Chicken,Restaurants,http://Krispykrunchy.Com,505 Skyline Dr,Daly City,CA,94015,,No,Good,"Less than $5,000",037.683148,-122.489962,
(650) 757-6284,Kumon Math & Reading Ctr,Tutoring,http://Kumon.Com,207 Southgate Ave,Daly City,CA,94015,,No,Excellent,"$10,000 to $20,000",037.697236,-122.484825,"Kumon Of Daly City Is Part Of The World's Largest After-School Math & Reading Program, Helping Children Of All Ages Become Self-Learners."
(650) 755-6284,Kumon Math & Reading Ctr,Tutoring,http://Kumon.Com,347 Gellert Blvd # A,Daly City,CA,94015,Rodrigo,No,Excellent,"$20,000 to $50,000",037.666498,-122.468589,"Kumon Of Serramonte Is Part Of The World's Largest After-School Math & Reading Program, Helping Children Of All Ages Become Self-Learners."
(650) 756-7188,L & L Hawaiian Barbecue,Barbecue Restaurant,http://Hawaiianbarbecue.Com,6893 Mission St,Daly City,CA,94014,June,No,Excellent,"$10,000 to $20,000",037.697840,-122.463177,
(415) 769-5000,L P Decorative Plumbing,Plumbing Contractors,,6073 Mission St,Daly City,CA,94014,,No,Good,"Less than $5,000",037.707321,-122.456271,
(415) 656-1592,LA Universal,Bakers-Retail,,2803 Geneva Ave,Daly City,CA,94014,,No,Very Good,"$5,000 to $10,000",037.707025,-122.414717,
(650) 758-4632,Lake Merced Dentistry,Dentists,,341 Westlake Ctr # 330,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.700278,-122.482743,
(650) 756-8068,Lakeshore Beauty Salon,Beauty Salons,,2384 Junipero Serra Blvd,Daly City,CA,94015,Angie,No,Very Good,"Less than $5,000",037.693599,-122.471104,
(650) 755-3727,Larson Tax Svc,Accounting & Bookkeeping General Svc,,5998 Mission St,Daly City,CA,94014,Chris,No,Excellent,"Less than $5,000",037.708143,-122.455358,
(650) 583-9888,Laser & Cosmetic Dentistry,Dentists,http://Laserandcosmeticdentistry.Net,937 Farrier Pl,Daly City,CA,94014,,No,Excellent,"$10,000 to $20,000",037.703641,-122.425063,
(650) 755-8574,Latchkey Alternative Ctr,Child Care Service,http://Latchkeycenter.Net,1200 Skyline Dr,Daly City,CA,94015,Jim,No,Excellent,"Less than $5,000",037.662856,-122.487585,
(415) 467-6711,Lawn Services & Landscapers,Lawn & Grounds Maintenance,,380 Oriente St,Daly City,CA,94014,,Yes,Good,"Less than $5,000",037.701778,-122.416561,
(415) 824-4500,LDB Automotive,Automobile Repairing & Service,,223 87th St,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.693021,-122.472797,
(650) 731-4803,"Lee, Mason Y DDS",Dentists,,455 Hickey Blvd # 403,Daly City,CA,94015,Mason Y,No,Very Good,,037.664069,-122.468074,
(650) 992-2700,Lenscrafters,Optical Goods-Retail,http://Lenscrafters.Com,53 Colma Blvd # F2,Colma,CA,94014,Mike,No,Excellent,"$20,000 to $50,000",037.676884,-122.467954,"Founded IN 1983, Lenscrafters Inc. Is An Optical Retailer, Delivering Eyeglasses IN About An Hour. Located IN Colma, Calif., The Company Offers A Range Of Eyeglasses, Sunglasses, Contact Lenses And Lenses. It Provides Safety Glasses IN Metal, Plastic And Titanium Frames Which Are Approved By The American National Standards Institute. The Optical Retailer Also Provides Impact-Resistance Prescription Lenses With Side Shields. Lenscrafters Inc. Also Offers Various Eyeglass Care Products, Including Spray Cleaners, Cleaning Cloths And Starter Kits."
(650) 757-6688,Leung & Abaya Dental Office,Dentists,,455 Hickey Blvd # 410,Daly City,CA,94015,Rowena,No,Excellent,"$10,000 to $20,000",037.664069,-122.468074,
(650) 992-3003,Leung Louie Ip & Co,Associations,http://Llicocpa.Com,2001 Junipero Serra Blvd # 550,Daly City,CA,94014,Johnny,No,Institution Or Government,"$20,000 to $50,000",037.701005,-122.470284,
(650) 878-8856,Liane's Hair Svc,Beauty Salons,,950 King Plz,Daly City,CA,94015,Raymond,No,Excellent,"$5,000 to $10,000",037.651354,-122.468441,
(650) 645-9374,Liberty Tax Svc,Tax Return Preparation & Filing,http://Libertytax.Com,2760 Junipero Serra Blvd,Daly City,CA,94015,Daniel,No,Excellent,"Less than $5,000",037.690734,-122.471061,Liberty Tax Is A Full Service Income Tax Preparation Company. Visit Your Local Daly City CA Liberty Tax Office For Professional & Friendly Tax Preparation Help & Tax Classes To Help Maximize Your Refund!. Offering Expert Tax Preparation & Superior Customer Service. Office Hours Vary By Location.
(650) 994-4561,"Lim, Bella T DDS",Dentists,,7455 Mission St # C,Daly City,CA,94014,Bella T,No,Excellent,,037.688813,-122.465635,
(650) 756-6289,Lisa's Mexican Restaurant,Restaurants,,6582 Mission St,Daly City,CA,94014,,No,Very Good,"Less than $5,000",037.703346,-122.463181,
(650) 757-5712,Lisa's Nails,Beauty Salons,,199 87th St,Daly City,CA,94015,Roy,No,Excellent,"$5,000 to $10,000",037.693203,-122.472229,
(415) 239-2220,Little Bear School,Child Care Service,http://Littlebearschool.Com,327 Capitol Ave,San Francisco,CA,94112,Patricia,No,Excellent,"Less than $5,000",037.713548,-122.459323,
(650) 878-1111,Little Caesars Pizza,Pizza,http://Littlecaesars.Com,1000 King Dr # 103,Daly City,CA,94015,,No,Excellent,"$20,000 to $50,000",037.650520,-122.469570,
(650) 595-4830,Little Hands,Child Care Service,http://Littlehands.Org,1200 Skyline Dr,Daly City,CA,94015,,No,Excellent,"Less than $5,000",037.662856,-122.487585,
(415) 333-3887,Little Hunan Restaurant,Restaurants,,6127 Mission St,Daly City,CA,94014,,No,Excellent,"Less than $5,000",037.706986,-122.457256,
(415) 792-1000,Lock Genius Solutions,Locks & Locksmiths,,235 Westlake Ctr # 7,Daly City,CA,94015,Daniel,No,Good,"Less than $5,000",037.700303,-122.482755,"Lock Genius Solution Is Your Mobile Locksmith And Security Experts Servicing San Francisco And South San Francisco. We Are Available Twenty Four Hours Seven Days A Week For All Your Residential, Commercial, Security, Automotive, Roadside Assistance, And Emergency Needs. We Offer Top Quality, Professional, Fast, Trustworthy, Knowledgeable And Reliable Services. Safety And Security To You, Your Family, And Your Business Is Our Number One Priority And Why We Pride Ourselves On Our Attention To Detail."
(650) 992-4661,Los Metates III,Restaurants,,260 San Pedro Rd,Daly City,CA,94014,Naiz,No,Excellent,"Less than $5,000",037.686475,-122.469927,
(415) 999-4163,Lovelift Fitness,Health Clubs Studios & Gymnasiums,http://Loveliftfitness.Com,240 Saint Charles Ave,San Francisco,CA,94132,,No,Very Good,"$10,000 to $20,000",037.709643,-122.469608,
(650) 488-0203,Luxury Auto Svc Ctr,Automobile Repairing & Service,http://Luxuryautodalycity.Com,1698 Bryant St,Daly City,CA,94015,Yongjian,No,Very Good,"$5,000 to $10,000",037.686128,-122.473611,
(650) 994-9300,Lynn's Advanced Aesthetic,Beauty Salons,,295 89th St # 101,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.691597,-122.471913,
(650) 731-4529,Mac's Children & Family Svc,Child Care Service,,135 Flournoy St,Daly City,CA,94014,,No,Excellent,"Less than $5,000",037.707654,-122.460923,
(650) 488-0745,Mac's Children-Family Svc,Child Care Service,,458 Miriam St,Daly City,CA,94014,,No,Excellent,"Less than $5,000",037.697104,-122.465592,
(650) 756-2988,Magic Ramen Inc,Restaurants,,240 Skyline Plz,Daly City,CA,94015,,No,Excellent,"$10,000 to $20,000",037.681976,-122.488297,
(650) 483-9978,Magic Touch Beauty Salon,Beauty Salons,,34 Park Plaza Dr,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.701306,-122.481890,
(650) 992-8953,Maharlika Filipino Fast Food,Restaurants,http://Maharlikafilipinofastfood.Netwaiter.Com,7367 Mission St,Daly City,CA,94014,Elizabeth,No,Excellent,"Less than $5,000",037.690144,-122.465415,
(650) 754-0995,"Malabed-Riform, Evangeline Dmd",Dentists,,419 Gellert Blvd,Daly City,CA,94015,Evangeline,No,Excellent,,037.663940,-122.469100,
(650) 992-3663,Manila Bay Cuisine,Restaurants,,92 Serramonte Ctr,Daly City,CA,94015,Thelmo,No,Excellent,"$20,000 to $50,000",037.673875,-122.469177,
(650) 757-8000,Manila Eatery,Restaurants,,45 Colma Blvd,Colma,CA,94014,Imelda,No,Very Good,"Less than $5,000",037.678320,-122.467976,"Location Manila Eatery Is Located Near The Gateway To Peninsula IN The Gorgeous Town Of Colma. It Is Easily Accessible From San Francisco And The Peninsula. The Establishment Is Situated Within A Huge Outdoor Mall. 280 Metro Mall Is The Heart Of The Region. You Will Find Many Departmental Stores And Other Places To Shop At. Right There When You Feel Famished And Tired From The Shopping Spree Manila Eatery Greets You With Its Hospitable Environment And Friendly Zapanta Family. It Provides Authentic Filipino Food That Is Freshly Cooked. The Atmosphere Is Amiable, The Service Is Awesome And The Food Is Excellent. It Reminds You Of Back Home. If You Have Never Been To Philippines Then It Is Your Chance To Experience The Food And The People Of Philippines."
(650) 878-8155,Manilla Express,Restaurants,,425 Gellert Blvd,Daly City,CA,94015,Pacifico,No,Very Good,"Less than $5,000",037.663490,-122.468309,
(415) 850-8832,Manny's Plumbing & Rooter,Plumbing Contractors,http://Mannysplumbingandremodeling.Com,41 Midvale Dr,Daly City,CA,94015,Manuel,Yes,Good,"Less than $5,000",037.676600,-122.481109,
(415) 412-8151,Marble Electric,Electric Contractors,,175 Rice St,San Francisco,CA,94112,Ed,Yes,Very Good,"Less than $5,000",037.709432,-122.459320,
(650) 756-8872,Maria Angara Dental Corp,Dentists,,1618 Sullivan Ave # 202,Daly City,CA,94015,Maria,No,Excellent,,037.687333,-122.472598,
(650) 755-2262,Markovich Insurance Agency,Tax Return Preparation & Filing,,6654 Mission St,Daly City,CA,94014,Mike,No,Good,"Less than $5,000",037.702146,-122.463560,
(650) 757-3689,Massage Envy,Massage,http://Massageenvy.Com,239 Lake Merced Blvd,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.700464,-122.484318,
(650) 997-3535,Masters Autobody,Automobile Body-Repairing & Painting,http://Mastersautobodydc.Com,7031 Mission St,Daly City,CA,94014,Eric,No,Excellent,"$20,000 to $50,000",037.695086,-122.464635,
(650) 755-5089,Max's Of Manila,Restaurants,http://Maxsrestaurantna.Com,309 Gellert Blvd # D,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.668026,-122.468617,
(650) 756-6300,Mc Donald's,Restaurants,http://Mcdonalds.Com,2450 Junipero Serra Blvd,Daly City,CA,94015,Stanley,No,Excellent,"$50,000 to $100,000",037.692040,-122.471249,"Mcdonald S Is A Global Food Service Retailer That Operates More Than 30,000 Locations IN Over 100 Countries. The Restaurant Serves Various Shakes, Hamburgers, Grilled And Fried Chicken Products, Fish, Salads, Fruit And Sandwiches. With A Location IN Daly City, Calif., It Additionally Offers French Fries, Chicken Sandwiches, Quarter Pounders And Honey Wheat Rolls. The Restaurant S Menu Also Includes The Ranch Snack Wrap, Big N' Tasty, Chicken Selects And Mcflurry Treats. It Serves A Variety Of Beverages And Desserts, Including Chocolate Triple Thick, Minty Mudd Bath Triple Thick And Strawberry Triple Thick Shakes And Mcdonaldland Cookies. Mcdonald's Restaurants Are Owned And Operated By Independent Franchisees Of The Mcdonald's Corporation."
(415) 467-1666,Mc Donald's,Restaurants,http://Mcdonalds.Com,2750 Geneva Ave,Daly City,CA,94014,Ali,No,Excellent,"$20,000 to $50,000",037.706649,-122.415355,
(650) 756-0993,Mc Donald's,Restaurants,http://Mcdonalds.Com,505 Serramonte Blvd,Daly City,CA,94015,Nelvie,No,Excellent,"$50,000 to $100,000",037.668889,-122.470041,
(650) 758-4915,Medical Management,Animal Hospitals,http://Medicalmanagement.Com,315 Gellert Blvd,Daly City,CA,94015,,No,Excellent,"$20,000 to $50,000",037.667597,-122.468589,
(650) 992-6020,Mekeni Restaurant,Restaurants,,6339 Mission St,Daly City,CA,94014,Albert,No,Very Good,"Less than $5,000",037.705415,-122.461626,
(415) 841-8828,Metropolitan Motors,Automobile Repairing & Service,http://Metromotorsf.Com,112 Sagamore St,San Francisco,CA,94112,,No,Very Good,"$5,000 to $10,000",037.711713,-122.456617,
(650) 992-5125,Mi Guadalajara,Restaurants,http://Miguadalajara1.Netwaiter.Com,6771 Mission St,Daly City,CA,94014,Ramon,No,Very Good,"Less than $5,000",037.699983,-122.463519,
(650) 994-2710,Michaelian Endodontics,Dentists,http://Bayareaendodontics.Com,341 Gellert Blvd # C,Daly City,CA,94015,,No,Excellent,"$10,000 to $20,000",037.666908,-122.467890,
(650) 757-7287,Miche's Filipino Cuisine,Restaurants,,6889 Mission St,Daly City,CA,94014,Cesar,No,Very Good,"Less than $5,000",037.697790,-122.464207,
(650) 746-8172,Midas,Automobile Repairing & Service,http://Midas.Com,7198 Mission St,Daly City,CA,94014,Curtis,No,Very Good,"$10,000 to $20,000",037.693715,-122.465309,"Visit Midas IN Daly City Located At 7198 Mission Street For Complete Auto Care For Your Vehicle. Visit US For Regular Maintenance Visits, A Routine Oil Change, New Tires, OR Repair Services On Your Brakes, Muffler And Exhaust, Suspension, Air Conditioner, OR Any Other Mechanical OR Electrical Component Of Your Car."
(650) 757-8800,Mif Insurance,Insurance,http://Mifinsurance.Com,355 Gellert Blvd # 240,Daly City,CA,94015,Dick,No,Excellent,"$10,000 to $20,000",037.666299,-122.468609,
(650) 991-3211,Minnichhofer Herb,Tax Return Preparation & Filing,http://Herbminnichhofer.Com,151 87th St # 15,Daly City,CA,94015,Herb,No,Good,"Less than $5,000",037.693217,-122.471563,
(415) 587-2815,Mission Auto Svc,Automobile Repairing & Service,,5897 Mission St,San Francisco,CA,94112,James,No,Excellent,"$5,000 to $10,000",037.708663,-122.452328,
(415) 325-5980,Mission Edge,Restaurants,,5999 Mission St,Daly City,CA,94014,Francisco,No,Very Good,"$5,000 to $10,000",037.707847,-122.454718,
(650) 756-8400,Mission Plaza Dental,Dentists,http://Jove.Com,6879 Mission St,Daly City,CA,94014,Rey P,No,Excellent,,037.697904,-122.464180,
(650) 993-4259,Mo'z Cafe Express,Restaurants,,901 Campus Dr,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.665400,-122.475883,
(415) 639-9553,Mobile Garage Doors Repair,Gates (Whls),,203 Garces Dr,San Francisco,CA,94132,William,No,Very Good,"$5,000 to $10,000",037.715197,-122.480382,
(650) 991-1988,"Mock, Scott K DDS",Dentists,,901 Campus Dr # 307,Daly City,CA,94015,Scott K,No,Excellent,,037.665400,-122.475883,
(650) 993-8796,MOD Pizza,Pizza,http://Modpizza.Com,127 Serramonte Ctr #660,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.680537,-122.478908,
(415) 729-4132,Modern Education Family Chldcr,Child Care Service,http://Daycaresf.Com,35 Victoria St,San Francisco,CA,94132,Wan Siu,Yes,Very Good,"Less than $5,000",037.711356,-122.465542,
(650) 992-2808,Monica Learning Ctr,Tutoring,http://Monicalearningcenter.Com,699 Serramonte Blvd,Daly City,CA,94015,Monica,No,Very Good,"$5,000 to $10,000",037.668026,-122.477465,
(415) 333-4410,Montessori Childrens Ctr,Child Care Service,http://Montessorichildrenscenter.Org,80 Juan Bautista Cir,San Francisco,CA,94132,Judith,No,Excellent,"Less than $5,000",037.718719,-122.478086,
(650) 992-2888,Moonstar Restaurant,Restaurants,http://Moonstarbuffet.Com,383 Gellert Blvd,Daly City,CA,94015,Daisy,No,Excellent,"$50,000 to $100,000",037.664690,-122.467787,
(415) 337-1448,Moto Garage,Automobile Repairing & Service,http://Motogaragesf.Com,112 Sagamore St,San Francisco,CA,94112,,No,Very Good,"Less than $5,000",037.711713,-122.456617,
